0,49744050,fnp569891
1,88528785,loj600073
2,63334672,sbg923291
3,19815276,kvf799106
4,44407636,nlb734642
5,64704182,ois939101
6,54355280,ufu317913
7,13017357,mzr848105
8,34211586,bzx642303
9,59661975,uhv675286
10,57216986,gyg730471
11,89927286,xhh617240
12,38746227,ymd341898
13,55978591,tui342214
14,65485832,suj613211
15,10794983,gqy341580
16,51048735,lid806736
17,22276714,bmm687066
18,33928504,khd290658
19,40964258,dyz350571
20,20899424,qow841368
21,64407038,yuy565322
22,72537277,esu678826
23,43034808,kru437406
24,16696864,uxx899103
25,13752992,xri250397
26,14570635,ioo330248
27,41132845,irz267332
28,17452597,yes261989
29,10188859,qkd968245
30,37151833,ikv435446
31,38328561,hdg977030
32,49186469,vsu658879
33,76040080,jdb905412
34,76834426,jzl199559
35,68483312,jzx119569
36,86200542,ftp527247
37,59682367,wjv363852
38,12110774,gqn986869
39,86051265,zfk260002
40,84562446,nui850189
41,38617373,unf913310
42,29834261,bdw149664
43,52460759,dec621098
44,45846887,xfb702930
45,53790033,rsr698461
46,35250845,jer634114
47,44325700,qnw541581
48,13357446,ujz897221
49,35185233,hro952840
50,92151243,ydy193392
51,59369429,vxd961322
52,25104362,uxd783019
53,24819424,hyz682367
54,17706891,weu294134
55,39261677,nhg815343
56,10319248,ywi189868
57,90204559,mfz565143
58,30292777,voz996919
59,59247133,dko863447
60,98682470,szn458853
61,62273206,znl490966
62,83416689,phg645785
63,80490511,wcd995881
64,91889532,wum166533
65,45938045,yci170856
66,83644969,wqm473424
67,54155318,hwh311956
68,13450832,qvi415354
69,32514493,wqj901019
70,67946216,uop834022
71,57099780,uni782565
72,43054464,yrt748727
73,62145194,wwe336143
74,76837605,rzo964672
75,70235613,die531003
76,35763799,usi057652
77,36319413,ksc918406
78,44195264,tld975946
79,10845890,kyg490382
80,28181621,put867662
81,89479420,gcj246242
82,54810946,uxe419986
83,28617639,vlr264995
84,51595113,ory490263
85,27418995,fgz406684
86,39592356,fzb547484
87,52470612,zrv409506
88,13570316,thy389347
89,89580795,wcd721221
90,66683283,jgt266868
91,81603777,qvh771321
92,36806573,ddz922041
93,39670310,fhk511990
94,29561254,jkb729347
95,97722080,wnt957483
96,71282936,kbz452978
97,68280647,kjs811020
98,85077311,bkj244202
99,91743120,vxp995672
100,72353697,yuk206195
101,10095831,krz769703
102,71480466,xpt746629
103,67613865,bzf930667
104,31259392,fko410755
105,20030146,cez392008
106,31345611,rmn202317
107,23669977,rzn421945
108,68652028,fxz837567
109,10946351,nyx239353
110,51218460,lnr412762
111,21205656,rxw070788
112,16096090,lnm891071
113,73664695,gcr568889
114,85844918,ktj126832
115,80950101,mrz220227
116,15144735,psn220623
117,62275722,fii095367
118,48200453,frf280675
119,69292003,ink135519
120,10953674,cwf985115
121,85966901,smr250833
122,26973721,gbz383266
123,75123185,ozm914756
124,32209410,nxo555105
125,76031366,due314442
126,92713018,tzc665899
127,82618954,pkq908717
128,70510259,ypr095123
129,23609915,bqi251009
130,75991218,yxc859566
131,64108005,ucg466134
132,14885727,cbn126851
133,95243709,rdn077250
134,77996562,qzc412522
135,72212319,vhe797705
136,39444370,yzj868434
137,66762560,oob191386
138,72127405,nii134972
139,40512581,ocd804753
140,45977241,yrw983474
141,80307457,tzh347286
142,32761983,zwc973815
143,60452683,mmv947634
144,71995236,uzs262856
145,30134898,seu004835
146,75785087,xke101439
147,21514254,cye559855
148,31269119,qfi520543
149,48617119,opq837181
150,44506996,vvu989271
151,24319272,lgc461098
152,79899204,uhi900699
153,89677967,ppk768995
154,55371226,gwj165452
155,73755294,urj338393
156,56744062,gil646832
157,34148038,ryk758569
158,42279606,dnl183132
159,38144532,rer887578
160,74422159,mlg127226
161,44794213,jbw782064
162,86259595,ydw350634
163,17984967,esj958904
164,83381617,nld961272
165,55879092,mez297753
166,50228322,hzh594162
167,97699055,tpx235750
168,36012313,gyk444944
169,54519605,kis246681
170,27316549,izs704436
171,95649090,bqr798214
172,15186436,nes428053
173,52752149,zht702512
174,15880181,dws546694
175,98344098,rrq860202
176,51283596,cvd803435
177,22083942,iiz400356
178,31359121,ziy897353
179,33208113,qzb655651
180,26341097,lxo475286
181,77567956,uks066776
182,18464543,tuy485223
183,25476428,qpd645339
184,72308266,hdj057285
185,34845406,ssn639061
186,84393625,eft313330
187,63830104,zip693538
188,19450442,joc471523
189,82178052,dqi287723
190,87183702,xxn016414
191,85720778,tmv225029
192,40771159,ydr633063
193,18008199,fxx302883
194,12021499,dic277218
195,60381995,jbi197023
196,44011490,dse430058
197,52728110,tqd054628
198,74266212,hww649297
199,62964482,sgc848575
200,53423738,gpi474705
201,36421169,vvd873375
202,28041659,ouz776745
203,19278936,jmd933817
204,68182986,tgc188816
205,45509183,myv593887
206,85827547,wtu248113
207,19591652,ozr929960
208,47421229,ccp149137
209,71959032,ozr786531
210,65780522,ith683242
211,11087253,wji831097
212,27022241,hsj202290
213,14537029,crh815587
214,16250828,bsf101264
215,45217604,ozk581378
216,68263524,iox864678
217,90651051,dni950433
218,40072992,zuz615102
219,61767168,izq615447
220,29402391,rrf422740
221,71208307,rqh157708
222,21529932,kro687641
223,57178602,skx221354
224,43732444,zpl372944
225,76319573,yhr905381
226,83485314,mrp749279
227,38965340,etn095867
228,18793911,spo576317
229,33206618,kzq048514
230,54971133,lju245397
231,39767816,ooq203527
232,35686309,bzu303989
233,90243232,lgv058644
234,91808670,kep672130
235,13222388,jgd303927
236,48511203,ymt148786
237,63030105,wtr432214
238,80985965,gnk040636
239,41873945,fcn922463
240,35671859,egj227032
241,71698836,zfp867220
242,51872596,wxb135571
243,60141362,tzg630644
244,42849825,vjq685737
245,73783697,xuu819710
246,55297705,vmo923282
247,57527866,hmv600910
248,53669093,omn974142
249,13836304,gtw757790
250,85701988,gzq012007
251,83294893,evf932644
252,85923077,hoc642888
253,35581511,job190490
254,81870300,xxe401245
255,59883810,rhj318522
256,60057904,evz709070
257,22140671,nzg983136
258,54824449,roh104090
259,60222753,pft072212
260,19757905,cej673289
261,71635379,zyp191434
262,59952413,zvf401920
263,71849716,lon119837
264,33681703,etj623970
265,69562954,ikh224325
266,24683335,zpj442143
267,30177162,vme180556
268,32521888,wuz348840
269,78010000,mfz918344
270,11380577,wxr090254
271,26670266,dsb136075
272,79086543,ogz326509
273,12574214,jdq754170
274,60349943,vig061489
275,12850389,fyk812662
276,27644280,dxl397654
277,21240858,duh359604
278,72514535,pbs956963
279,15903509,wbh921409
280,22361592,juz923761
281,12973531,ohr994591
282,17306564,epm356448
283,32288174,ozi729045
284,28077872,zht962096
285,48940819,emy939190
286,61147674,gqz928308
287,55387109,njc366554
288,49547302,kse897751
289,80388997,jrv599699
290,89929855,ljm111632
291,54346030,ehh929190
292,99700836,zem960550
293,87228028,lhk025420
294,20332226,zzu412289
295,30810021,cie000117
296,56352952,kcm028063
297,16047893,jgi686936
298,88543823,ici882547
299,84404836,wud266475
300,51217401,vqv431862
301,63927719,vex426740
302,74323430,hfi634722
303,20944137,tqs394129
304,13835629,zfb896639
305,26009277,iki089959
306,82066795,ywy812557
