0,2018-08-15,IN00110117000044,IN0011,49744050,9422937241,2215,4161831387
1,2018-08-15,IN00290117000025,IN0029,88528785,2553396999,169684,8852694812
2,2018-08-15,IN00110117000010,IN0011,63334672,3842340517,856189,8518307638
3,2018-08-15,IN00170117000076,IN0017,19815276,5174142869,204857,7259062305
4,2018-08-15,IN00070117000031,IN0007,44407636,4809166321,548499,9041482456
5,2018-08-15,IN00020117000024,IN0002,64704182,3179422749,443569,7616159291
6,2018-08-15,IN00360117000055,IN0036,54355280,1214916287,834318,5436805195
7,2018-08-15,IN00050117000003,IN0005,13017357,2964596426,462040,7644042537
8,2018-08-15,IN00160117000008,IN0016,34211586,1162300517,755288,5285259237
9,2018-08-15,IN00230117000035,IN0023,59661975,6317167317,232028,1432189571
10,2018-08-15,IN00140117000039,IN0014,57216986,6419762761,836324,5768961541
11,2018-08-15,IN00280117000053,IN0028,89927286,3637646001,767439,1078819297
12,2018-08-15,IN00140117000001,IN0014,38746227,2600618701,495806,5251568877
13,2018-08-15,IN00290117000001,IN0029,55978591,1672156753,215011,5658744392
14,2018-08-15,IN00380117000018,IN0038,65485832,1711099848,667334,5715750982
15,2018-08-15,IN00290117000030,IN0029,10794983,4735070978,914596,6536921381
16,2018-08-15,IN00070117000039,IN0007,51048735,2029212907,62293,2703165859
17,2018-08-15,IN00240117000048,IN0024,22276714,4039820318,926638,4800473856
18,2018-08-15,IN00220117000035,IN0022,33928504,3746695143,44245,2606772669
19,2018-08-15,IN00120117000061,IN0012,40964258,2583890548,837827,3673348510
20,2018-08-15,ED00110101000023,ED0011,20899424,6177896998,973317,9335643887
21,2018-08-15,ED00270101000047,ED0027,20899424,4599166472,494688,8923726204
22,2018-08-15,ED00250101000047,ED0025,64407038,8265312919,614245,8342914742
23,2018-08-15,IN00070117000018,IN0007,72537277,2298512773,296624,5735943875
24,2018-08-15,IN00280117000019,IN0028,43034808,4338337575,777583,6097097003
25,2018-08-15,IN00360117000011,IN0036,16696864,9076000103,16403,3351997292
26,2018-08-15,IN00210117000021,IN0021,13752992,1878435036,767586,2752514471
27,2018-08-15,IN00240117000016,IN0024,14570635,7788927303,689207,4061706344
28,2018-08-15,IN00240117000017,IN0024,41132845,7402723607,207833,8725516483
29,2018-08-15,IN00230117000016,IN0023,17452597,5755696163,247106,6671664421
30,2018-08-15,IN00090117000014,IN0009,10188859,5257890041,824715,7913435522
31,2018-08-15,IN00180117000014,IN0018,37151833,4258231563,125680,2862990549
32,2018-08-15,IN00410117000009,IN0041,38328561,7159484659,146502,1148458558
33,2018-08-15,IN00160117000016,IN0016,49186469,3391910758,326222,2718147261
34,2018-08-15,IN00340117000012,IN0034,76040080,9703095162,24518,5357377116
35,2018-08-15,IN00270117000015,IN0027,76834426,1499127442,594373,7780696363
36,2018-08-15,IN00010117000019,IN0001,68483312,7699624581,239003,7319547788
37,2018-08-15,IN00020117000003,IN0002,86200542,2836562591,387117,6911423673
38,2018-08-15,IN00140117000009,IN0014,59682367,4853035538,316615,3842340517
39,2018-08-15,IN00240117000039,IN0024,12110774,2628425562,359963,5106499255
40,2018-08-15,IN00210117000020,IN0021,86051265,6593460580,495615,5771281001
41,2018-08-15,IN00140117000001,IN0014,84562446,7763812895,859260,1303526372
42,2018-08-15,IN00260117000047,IN0026,38617373,7208411679,871479,9058097889
43,2018-08-15,IN00090117000020,IN0009,29834261,4385213776,776550,8243524871
44,2018-08-15,IN00070117000014,IN0007,52460759,6719874178,144782,1730839967
45,2018-08-15,IN00090117000039,IN0009,45846887,6693042505,604827,8715608448
46,2018-08-15,IB00370117000006,IB0037,53790033,8897675198,762229,3703409130
47,2018-08-15,IB00350117000011,IB0035,35250845,9821355231,690736,9025496352
48,2018-08-15,IN00380117000039,IN0038,44325700,7748837187,618345,8588249222
49,2018-08-15,ED00430101000099,ED0043,13357446,7791711626,412637,7617511758
50,2018-08-15,IN00460117000058,IN0046,35185233,7721085430,151080,8331281485
51,2018-08-15,IN00180117000042,IN0018,92151243,4605357383,636719,2299501417
52,2018-08-15,IN00270117000043,IN0027,59369429,4661269387,516155,4274259173
53,2018-08-15,IN00180117000043,IN0018,25104362,1543563104,826077,4240400539
54,2018-08-15,IN00140117000035,IN0014,24819424,3733075467,823892,6374029817
55,2018-08-15,IN00010117000043,IN0001,17706891,9320027025,161836,4788472096
56,2018-08-15,IN00100117000041,IN0010,39261677,6057124461,365550,6330390701
57,2018-08-15,IN00220117000039,IN0022,10319248,6227988180,274061,4729882447
58,2018-08-15,IN00460117000042,IN0046,90204559,5126467943,633788,6554621388
59,2018-08-15,IN00180117000044,IN0018,30292777,5602197351,899331,3090933930
60,2018-08-15,IB00130141000104,IB0013,59247133,9369737612,441102,6013136810
61,2018-08-15,IN00130117000048,IN0013,98682470,1313113751,909896,1615542619
62,2018-08-15,IN00360117000048,IN0036,62273206,9784766794,650662,9367895741
63,2018-08-15,IN00300117000065,IN0030,83416689,5111161498,776465,6389781447
64,2018-08-15,IN00490117000055,IN0049,80490511,2542909176,465502,2395907509
65,2018-08-15,IN00040117000053,IN0004,91889532,4874171145,981827,1602397658
66,2018-08-15,IN00450117000052,IN0045,45938045,2949368990,234813,9322268255
67,2018-08-15,IN00100117000054,IN0010,83644969,1821515188,351554,9873230121
68,2018-08-15,IN00380117000058,IN0038,54155318,9037372696,442366,9384272161
69,2018-08-15,IN00170117000052,IN0017,13450832,8646906470,502247,5730459163
70,2018-08-15,IB00050141000084,IB0005,32514493,1624792338,145836,3472141920
71,2018-08-15,IB00410141000098,IB0041,67946216,5102764335,883210,3849177233
72,2018-08-15,IN00210117000019,IN0021,57099780,5813495877,604007,2313918816
73,2018-08-15,IN00160117000010,IN0016,43054464,9894454271,50567,6686944736
74,2018-08-15,IN00330117000010,IN0033,62145194,6736818801,274165,1529787891
75,2018-08-15,IN00390117000039,IN0039,76837605,1617037396,332411,1951909466
76,2018-08-15,IN00390117000039,IN0039,70235613,5089938226,559878,3598802255
77,2018-08-15,IB00370117000013,IB0037,35763799,2643680424,105164,7047290256
78,2018-08-15,IB00350117000018,IB0035,36319413,5549522013,891167,1478044942
79,2018-08-15,IN00130117000025,IN0013,44195264,7009282576,675763,2451412611
80,2018-08-15,IN00260117000003,IN0026,10845890,4584134228,570326,9856699850
81,2018-08-15,IB00090117000014,IB0009,28181621,2119143287,74003,5074260675
82,2018-08-15,IB00210117000030,IB0021,89479420,3437330469,64774,5642531560
83,2018-08-15,IB00450117000056,IB0045,54810946,8505106208,679912,4210173079
84,2018-08-15,IB00390117000065,IB0039,28617639,2044431957,469368,3840563676
85,2018-08-15,IB00150141000061,IB0015,51595113,3022470168,366317,3967528838
86,2018-08-15,IB00270141000055,IB0027,27418995,8663707178,585266,1445251380
87,2018-08-15,ED00010101000036,ED0001,39592356,2199065269,164028,9758853550
88,2018-08-15,ED00170101000038,ED0017,52470612,6193647832,332979,9349898766
89,2018-08-15,IN00320117000017,IN0032,13570316,6622080796,311646,6019002564
90,2018-08-15,IN00150117000013,IN0015,86200542,9521644297,885883,8260016854
91,2018-08-15,IN00030117000015,IN0003,89580795,9681706971,782692,2195882633
92,2018-08-15,ED00450101000048,ED0045,66683283,9744179979,85465,6322024546
93,2018-08-15,ED00030101000048,ED0003,81603777,7700262894,738888,1993914767
94,2018-08-15,IN00190117000026,IN0019,36806573,3104501730,932268,8846090873
95,2018-08-15,IN00250117000030,IN0025,39670310,4239679410,387629,7144871832
96,2018-08-15,IN00450117000034,IN0045,29561254,5106499255,53647,6041279454
97,2018-08-15,IN00020117000003,IN0002,57099780,9429527737,122501,3342185250
98,2018-08-15,IB00490117000012,IB0049,97722080,8381182960,136663,9605993483
99,2018-08-15,IB00250117000031,IB0025,71282936,8799232468,657722,5081511106
100,2018-08-15,IB00050117000036,IB0005,68280647,2746464549,253204,3179227306
101,2018-08-15,IN00450117000034,IN0045,85077311,2796906888,930549,5632251198
102,2018-08-15,IN00240117000048,IN0024,91743120,4688006340,197431,9843591732
103,2018-08-15,IN00070117000013,IN0007,72353697,2168342080,71068,1303526372
104,2018-08-15,IN00120117000019,IN0012,10095831,2476295004,428671,1560431675
105,2018-08-15,IN00070117000039,IN0007,71480466,5366494283,744567,2147001796
106,2018-08-15,YL00080138000234,YL0008,67613865,2822214092,957218,8466162189
107,2018-08-15,IN00120117000019,IN0012,31259392,3198540559,204761,5363599831
108,2018-08-15,IN00070117000013,IN0007,20030146,4636571562,981334,2907825043
109,2018-08-15,IN00220117000035,IN0022,31345611,4962652911,664513,1408117144
110,2018-08-15,IN00100117000039,IN0010,23669977,1401932418,762426,6988222082
111,2018-08-15,ED00430101000149,ED0043,68652028,2238727756,719021,9785239238
112,2018-08-15,ED00410101000151,ED0041,10946351,2337991286,704785,5015828370
113,2018-08-15,IN00440117000064,IN0044,51218460,1518027446,32210,6104700792
114,2018-08-15,IN00440117000065,IN0044,21205656,6714160071,463481,4135586409
115,2018-08-15,IN00290117000071,IN0029,16096090,1940603683,795743,5601027811
