0,39697816,2265871694,6,1
1,39697816,4567905843,6,1
2,39697816,4211888405,6,1
3,39697816,3241956117,6,1
4,39697816,5170732060,6,1
5,39697816,8648357885,6,1
6,79657263,5319933640,6,1
7,79657263,3629733703,6,1
8,63334672,8965513858,6,1
9,63334672,3842340517,6,1
10,63334672,4976416488,6,1
11,63334672,4078740109,6,1
12,63334672,4397349329,6,1
13,63334672,5602118164,6,1
14,10588385,8054486328,6,1
15,10588385,7592020666,6,1
16,10588385,9439356351,6,1
17,67122904,7396205584,6,1
18,67122904,7971653079,6,1
19,39868635,9628017867,6,1
20,39868635,9621631052,6,1
21,39868635,2377216827,6,1
22,39868635,9241585372,6,1
23,39868635,5042923389,6,1
24,23547638,9730811522,6,1
25,23547638,7721318674,6,1
26,23547638,5875698163,6,1
27,23547638,5071089751,6,1
28,23547638,5203124154,6,1
29,23547638,6009053469,6,1
30,30430600,1944586725,6,1
31,30430600,6648714303,6,1
32,63919898,3984958274,6,1
33,63919898,6143702417,6,1
34,63919898,6898251378,6,1
35,63919898,2483696179,6,1
36,63919898,3629011925,6,1
37,59565761,6832840737,6,1
38,59565761,8964653067,6,1
39,59565761,6438149572,6,1
40,59565761,5040570446,6,1
41,67489154,7417144640,6,1
42,67489154,3146821115,6,1
43,67489154,8492388028,6,1
44,67489154,9963682744,6,1
45,71272324,2491055651,6,1
46,71272324,2995561508,6,1
47,71272324,9571809028,6,1
48,71272324,8738920374,6,1
49,71272324,5279733149,6,1
50,78010000,8210604746,6,1
51,78010000,5853480458,6,1
52,78010000,7435210227,6,1
53,48609838,1239512545,6,1
54,48609838,5363599831,6,1
55,48609838,1263311503,6,1
56,88814333,4464756848,6,1
57,88814333,5715547381,6,1
58,88814333,2318136266,6,1
59,88814333,6190945573,6,1
60,68241313,1011374210,6,1
61,68241313,1167477410,6,1
62,68241313,4143657672,6,1
63,68241313,3641073805,6,1
64,68241313,1397093517,6,1
65,68241313,8583221392,6,1
66,68241313,6407257530,6,1
67,68241313,1773161978,6,1
68,26311599,6566765842,6,1
69,26311599,6456813475,6,1
70,26311599,7879087919,6,1
71,91758145,5084579202,6,1
72,91758145,9187558420,6,1
73,91758145,2939761365,6,1
74,91758145,9215723868,6,1
75,91758145,2634331133,6,1
76,91758145,5376082047,6,1
77,90243232,1474151745,6,1
78,90243232,4767335598,6,1
79,90243232,7725617204,6,1
80,90243232,3094403194,6,1
81,90243232,8255201628,6,1
82,79413206,1397016320,6,1
83,79413206,4865616456,6,1
84,79413206,4588222190,6,1
85,79413206,8689387728,6,1
86,79413206,1705799474,6,1
87,19450442,2925994506,6,1
88,19450442,5677840181,6,1
89,19450442,6930449526,6,1
90,19450442,2091806203,6,1
91,19450442,4460877720,6,1
92,19450442,4171000187,6,1
93,19450442,4303028732,6,1
94,19450442,4728725502,6,1
95,19450442,6207399487,6,1
96,26766981,2754622940,6,1
97,26766981,6852264870,6,1
98,54971133,8724235904,6,1
99,54971133,9019187723,6,1
100,54971133,5006308347,6,1
101,54971133,6688641740,6,1
102,45460414,8486257029,6,1
103,45460414,3964307529,6,1
104,45460414,2245896591,6,1
105,45460414,4676837719,6,1
106,45460414,1332634014,6,1
107,82581685,3161795587,6,1
108,82581685,8588249222,6,1
109,82581685,8675908460,6,1
110,82581685,8429154382,6,1
111,82581685,8714107088,6,1
112,82581685,9265106677,6,1
113,83485314,6402339491,6,1
114,83485314,4650419276,6,1
115,83485314,1255234573,6,1
116,83485314,3468017425,6,1
117,83485314,2500814037,6,1
118,83485314,3438063286,6,1
119,83485314,5230792217,6,1
120,59183446,5029226944,6,1
121,59183446,6048914372,6,1
122,59183446,8458942373,6,1
123,59183446,2057737879,6,1
124,67215847,6391252672,6,1
125,67215847,5789138952,6,1
126,67215847,3256983756,6,1
127,67215847,6562136014,6,1
128,67215847,7880208336,6,1
129,83416689,4751279840,6,1
130,83416689,5111161498,6,1
131,83416689,1935916060,6,1
132,83416689,2510063263,6,1
133,74033341,2250835654,6,1
134,74033341,6335070380,6,1
135,74033341,2905559756,6,1
136,74033341,3387248142,6,1
137,74033341,4812186876,6,1
138,83488755,4297658337,6,1
139,83488755,7298336934,6,1
140,83488755,7943897416,6,1
141,83488755,7232792752,6,1
142,83488755,8835952018,6,1
143,83488755,6811728830,6,1
144,61502274,8772505184,6,1
145,61502274,8093876265,6,1
146,61502274,5610579147,6,1
147,61502274,7086870219,6,1
148,61502274,7038366256,6,1
149,66161247,2471002219,6,1
150,66161247,8494895459,6,1
151,66161247,6771309399,6,1
152,21002066,6595363555,6,1
153,21002066,7819379079,6,1
154,21002066,7998896456,6,1
155,21002066,8223453328,6,1
156,21002066,4909592726,6,1
157,21002066,8583903576,6,1
158,21002066,3212576956,6,1
159,34022503,8284290985,6,1
160,34022503,6277083027,6,1
161,34022503,8000123876,6,1
162,58567309,8005887395,6,1
163,28344752,9853062609,6,1
164,28344752,6787150171,6,1
165,28344752,7221284868,6,1
166,28344752,4733709358,6,1
167,73665389,4571206872,6,1
168,73665389,3657319161,6,1
169,73665389,9844923515,6,1
170,73665389,9916349604,6,1
171,53309348,4339073771,6,1
172,53309348,7923579762,6,1
173,53309348,4136620404,6,1
174,53309348,9236211733,6,1
175,53309348,3520895615,6,1
176,62696237,6133579840,6,1
177,62696237,2974781120,6,1
178,62696237,7746958374,6,1
179,62696237,2959276375,6,1
180,71995236,1184255244,6,1
181,71995236,6161252909,6,1
182,30469346,7327799889,6,1
183,30469346,1620123514,6,1
184,30469346,7121368142,6,1
185,75063772,4796557670,6,1
186,75063772,1310299947,6,1
187,75063772,4548356414,6,1
188,79681405,1355841888,6,1
189,79681405,1008920187,6,1
190,79681405,2219600045,6,1
191,42618104,5782449091,6,1
192,42618104,6295420932,6,1
193,42618104,1281499752,6,1
194,42618104,9378161931,6,1
195,42618104,4128742540,6,1
196,42618104,9742119887,6,1
197,42618104,3071998132,6,1
198,15903509,3576487776,6,1
199,15903509,2797481871,6,1
200,15903509,1864031859,6,1
201,15903509,7180438965,6,1
202,15903509,8579519610,6,1
203,15903509,2395082814,6,1
204,15221950,9615565795,6,1
205,15221950,4214662502,6,1
206,15221950,7435818479,6,1
207,15221950,1916609552,6,1
208,15221950,1721639672,6,1
209,15221950,2128615481,6,1
210,15221950,8633980573,6,1
211,15221950,3240704062,6,1
212,56268445,2489558438,6,1
213,56268445,1914504727,6,1
214,86011762,2024919728,6,1
215,86011762,7317600451,6,1
216,86011762,4484145780,6,1
217,86011762,7259430989,6,1
218,12479651,5009669475,6,1
219,84439408,2096234371,6,1
220,84439408,3773253419,6,1
221,84439408,8899170933,6,1
222,84439408,6922142454,6,1
223,84439408,7199997079,6,1
224,84439408,4664836597,6,1
225,84439408,7964971962,6,1
226,84354692,8432139144,6,1
227,84354692,3825182892,6,1
228,84354692,1412072175,6,1
229,84354692,5570374674,6,1
230,84354692,6820456375,6,1
231,59317592,5309693173,6,1
232,11202575,9119836064,6,1
233,11202575,7677178153,6,1
234,11202575,7980602876,6,1
235,11202575,2001329468,6,1
236,47421229,7794208737,6,1
237,47421229,7278140898,6,1
238,47421229,8058192394,6,1
239,47421229,2726747802,6,1
240,47421229,2230519419,6,1
241,30979742,9216333986,6,1
242,30979742,9190309576,6,1
243,30979742,1018117389,6,1
